phrase_id,language,text,noise_level,is_distress,confidence_label,detected_entities
DP002266,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002267,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP002268,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002269,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002270,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002271,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002272,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002273,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP002274,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002275,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002276,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002277,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP002278,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP002279,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002280,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002281,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002282,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002283,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP002284,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002285,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002286,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002287,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002288,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002289,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002290,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002291,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP002292,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002293,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002294,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002295,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002296,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002297,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002298,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002299,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002300,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002301,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002302,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002303,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002304,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002305,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002306,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002307,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002308,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP002309,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP002310,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002311,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002312,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002313,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002314,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002315,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002316,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002317,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002318,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002319,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002320,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002321,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002322,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP002323,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002324,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002325,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002326,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002327,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP002328,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002329,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP002330,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP002331,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002332,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP002333,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002334,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002335,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP002336,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002337,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002338,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP002339,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002340,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002341,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002342,ta,பாதுகாப்பற்று உணர்கிறேன்,0.07,1,0.82,locations=[];threats=[]
DP002343,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP002344,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP002345,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP002346,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002347,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002348,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002349,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002350,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP002351,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP002352,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002353,ta,நண்பர் மயக்கமடைந்துள்ளார் ஆம்புலன்ஸ் அழைக்கவும்,0.3,1,0.89,locations=[];threats=[]
DP002354,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002355,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002356,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002357,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP002358,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002359,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002360,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002361,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP002362,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002363,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002364,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002365,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP002366,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002367,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002368,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002369,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP002370,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002371,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002372,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002373,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002374,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002375,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP002376,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002377,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP002378,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP002379,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002380,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002381,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP002382,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002383,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP002384,ta,இன்று கடற்கரை மிகவும் அழகாக உள்ளது,0.13,0,0.98,locations=[];threats=[]
DP002385,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP002386,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002387,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP002388,ko,도와주세요 위험합니다,0.42,1,0.83,locations=[];threats=[]
DP002389,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002390,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP002391,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP002392,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002393,en,Drunk driver almost hit me,0.16,1,0.75,locations=[];threats=[]
DP002394,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002395,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002396,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002397,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002398,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002399,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002400,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002401,ta,பாதுகாப்பற்று உணர்கிறேன்,0.07,1,0.82,locations=[];threats=[]
DP002402,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002403,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP002404,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002405,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002406,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002407,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002408,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP002409,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002410,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002411,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002412,ta,பாதுகாப்பற்று உணர்கிறேன்,0.07,1,0.82,locations=[];threats=[]
DP002413,en,Drunk driver almost hit me,0.16,1,0.75,locations=[];threats=[]
DP002414,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002415,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002416,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP002417,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002418,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002419,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP002420,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002421,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002422,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002423,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002424,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP002425,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP002426,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002427,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002428,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP002429,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002430,si,දේශීය අවන්හලක හොඳ කෑමක් ගත්තා,0.12,0,0.94,locations=[];threats=[]
DP002431,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP002432,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002433,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002434,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP002435,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002436,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP002437,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002438,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP002439,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002440,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP002441,ta,இன்று கடற்கரை மிகவும் அழகாக உள்ளது,0.13,0,0.98,locations=[];threats=[]
DP002442,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP002443,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP002444,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002445,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002446,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP002447,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP002448,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002449,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002450,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP002451,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002452,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP002453,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002454,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP002455,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002456,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002457,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP002458,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002459,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002460,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002461,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002462,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP002463,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002464,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002465,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002466,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002467,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002468,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP002469,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002470,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002471,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP002472,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002473,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP002474,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP002475,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002476,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002477,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002478,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP002479,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002480,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002481,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP002482,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002483,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002484,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002485,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP002486,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP002487,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002488,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002489,ta,அவசர நிலை உடனடி உதவி தேவை,0.09,1,0.77,locations=[];threats=[]
DP002490,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP002491,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002492,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP002493,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002494,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP002495,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002496,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002497,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002498,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002499,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP002500,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP002501,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002502,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002503,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP002504,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP002505,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002506,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP002507,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002508,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002509,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP002510,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002511,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002512,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002513,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002514,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP002515,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP002516,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002517,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP002518,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002519,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002520,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP002521,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002522,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002523,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002524,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002525,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002526,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP002527,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP002528,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP002529,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP002530,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP002531,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002532,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002533,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002534,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002535,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002536,ta,பாதுகாப்பற்று உணர்கிறேன்,0.07,1,0.82,locations=[];threats=[]
DP002537,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002538,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP002539,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002540,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP002541,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002542,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP002543,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP002544,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002545,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP002546,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP002547,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002548,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP002549,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP002550,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002551,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP002552,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP002553,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP002554,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP002555,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002556,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002557,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP002558,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002559,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP002560,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002561,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP002562,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP002563,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP002564,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP002565,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP002566,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
